,Media Source,Tweets Ago,Date,Positive,Negative,Neutral,Compound,Text
107,@CBS,8,Wed Apr 11 01:05:42 +0000 2018,0.289,0.711,0.0,0.7269,"""I feel quite close to you and it's nice to be here honoring you."" -@edsheeran #EltonSalute https://t.co/EMkrZzzUsM"
108,@CBS,9,Wed Apr 11 01:01:55 +0000 2018,0.293,0.707,0.0,0.4404,The stage is 🔥 thanks to @MileyCyrus. #EltonSalute https://t.co/QEh8k77H0J
109,@CBS,10,Wed Apr 11 00:59:36 +0000 2018,0.177,0.823,0.0,0.4199,Get ready to get on your feet and dance. The #EltonSalute starts NOW! https://t.co/rFiOTC7tlA
110,@CBS,11,Tue Apr 10 23:53:30 +0000 2018,0.093,0.907,0.0,0.1867,RT @reba: Don't miss Reba TONGHT on the @latelateshow at 12:37 AM ET / 11:37 PM CT! #ACMawards https://t.co/DHqeHuBzvi
111,@CBS,12,Tue Apr 10 23:19:45 +0000 2018,0.0,1.0,0.0,0.0,"He’s still standing, bangin' the keys… and rockin' out! Stream the #EltonSalute TONIGHT at 9/8c on CBS and CBS All… https://t.co/9TzixIliLf"
112,@CBS,13,Tue Apr 10 19:00:03 +0000 2018,0.248,0.688,0.064,0.6124,"Today's biggest artists including @littlebigtown, @edsheeran &amp; @MarenMorris share what an honor it is to pay their… https://t.co/1Ebr8feo0R"
113,@CBS,14,Tue Apr 10 15:30:00 +0000 2018,0.253,0.747,0.0,0.6976,"The legendary @eltonofficial said ""It's the most wonderful feeling when someone records your song or sings your son… https://t.co/Krlqs3qNck"
114,@CBS,15,Mon Apr 09 20:00:00 +0000 2018,0.221,0.779,0.0,0.6597,"Are you ready for a good time? Tomorrow, Elton John: I’m Still Standing - A GRAMMY®￼ Salute airs at 9/8c on CBS and… https://t.co/Z3Mnp1cJPa"
115,@CBS,16,Mon Apr 09 17:29:47 +0000 2018,0.0,1.0,0.0,0.0,"@edsheeran, @KeshaRose, @HaileeSteinfeld, @ActuallyNPH, and many more describe the impact that the music of Elton J… https://t.co/wBwzWcWGAa"
116,@CBS,17,Mon Apr 09 17:00:02 +0000 2018,0.0,1.0,0.0,0.0,"Lights will come on for @Jason_Aldean when he takes the stage to perform at the 53rd #ACMawards on Sunday, April 15… https://t.co/qPAbrFp4kQ"
117,@CBS,18,Mon Apr 09 15:00:00 +0000 2018,0.129,0.784,0.086,0.2732,Which state does @reba call home and which song was her first No. 1 single? Test your knowledge of the beloved coun… https://t.co/Sp8icKpFNu
118,@CBS,19,Mon Apr 09 13:36:00 +0000 2018,0.214,0.786,0.0,0.6239,This just in! Thirteen-time ACM Award® winner @carrieunderwood will be performing her soon-to-be-released single li… https://t.co/GEyjt4lFbb
119,@CBS,20,Mon Apr 09 01:42:06 +0000 2018,0.28,0.72,0.0,0.6467,It's time to celebrate! @MomCBS will be back for Season 6! https://t.co/ianxp6JWHq
120,@CBS,21,Sun Apr 08 22:00:01 +0000 2018,0.258,0.742,0.0,0.7096,@OldDominion's Matthew Ramsey is here with a friendly reminder - Country Music’s Party Of The Year® is just seven d… https://t.co/SFnXxQLoPN
121,@CBS,22,Sun Apr 08 18:38:13 +0000 2018,0.146,0.854,0.0,0.5562,It all comes down to this! Stream Round 4 of #TheMasters Tournament on CBS live with a free trial of CBS All Access… https://t.co/mNFSAUkLvZ
122,@CBS,23,Sun Apr 08 15:00:00 +0000 2018,0.108,0.892,0.0,0.4199,"@reba is ready for her hosting duties! In just one week, watch her take the stage at the 53rd #ACMawards. Tune in A… https://t.co/TmjezmqPme"
123,@CBS,24,Sat Apr 07 19:35:08 +0000 2018,0.183,0.817,0.0,0.6696,Watch some of the biggest names in golf compete in one of the greatest tournaments of the year! Stream #TheMasters… https://t.co/e8kbkSLx5k
124,@CBS,25,Sat Apr 07 18:28:03 +0000 2018,0.0,1.0,0.0,0.0,Tonight's the night! Here's a behind-the-scenes look at season 2 of @RansomCBS before the big premiere. Tune in at… https://t.co/WtRHvufO7H
125,@CBS,26,Sat Apr 07 16:30:02 +0000 2018,0.106,0.894,0.0,0.3612,What song will @DierksBentley belt out when he takes the stage to perform at the 53rd #ACMawards? Get ready to sing… https://t.co/oEtKJnKQVn
126,@CBS,27,Sat Apr 07 15:31:12 +0000 2018,0.0,1.0,0.0,0.0,"@johnlegend, @mirandalambert, @KeshaRose, and more perform @eltonofficial's hit songs! Watch Elton John: I'm Still… https://t.co/VF3hf8OCT7"
127,@CBS,28,Fri Apr 06 21:10:18 +0000 2018,0.0,1.0,0.0,0.0,Ask 53rd ACM Awards® host @reba a question and she just may answer it on April 11 at 5:30p ET/2:30p PT when she tak… https://t.co/DAa5gQS8oX
128,@CBS,29,Fri Apr 06 17:00:00 +0000 2018,0.0,1.0,0.0,0.0,What’s @eltonofficial's birth name and which of his songs holds the record for biggest selling single of all time?… https://t.co/N5qkMYCE7e
129,@CBS,30,Fri Apr 06 13:45:00 +0000 2018,0.0,1.0,0.0,0.0,Do you have a question for country music legend and host of the 53rd ACM Awards® @reba? Write it below for a chance… https://t.co/yVVDVFpxDM
130,@CBS,31,Thu Apr 05 21:44:00 +0000 2018,0.194,0.806,0.0,0.5859,How well do you know The Academy of Country Music Awards™? Test your knowledge of Country Music’s Party of the Year… https://t.co/lfWAcvAbZa
131,@CBS,32,Thu Apr 05 19:07:48 +0000 2018,0.241,0.759,0.0,0.6597,"RT @CodeBlackCBS: The intensity and emotions of your favorite show are returning to @CBS in 3 weeks.

Get excited. https://t.co/aGUNIPwRjh"
132,@CBS,33,Thu Apr 05 17:00:00 +0000 2018,0.074,0.769,0.157,-0.3875,"Don't miss @littlebigtown's amazing performance of @eltonofficial's ""Rocket Man"" under the big spotlight at Elton J… https://t.co/bqse7nhkV3"
133,@CBS,34,Wed Apr 04 22:07:01 +0000 2018,0.313,0.687,0.0,0.807,Today's biggest stars are celebrating @EltonJohn's most beloved and legendary catalogue of hits with two albums dro… https://t.co/cilUdkKtjQ
134,@CBS,35,Wed Apr 04 21:48:07 +0000 2018,0.288,0.712,0.0,0.7568,"RT @LifeInPiecesCBS: We ""literally can't even"" with how hilarious these #LifeInPieces outtakes are! 😂

Introducing Laughing To Pieces! Foll…"
135,@CBS,36,Wed Apr 04 21:47:26 +0000 2018,0.366,0.634,0.0,0.8495,"RT @YoungSheldon: Don't miss guest star @Followtheblonde in tomorrow's all-new #YoungSheldon! Trust us, you're going to love every minute.…"
136,@CBS,37,Wed Apr 04 21:46:13 +0000 2018,0.197,0.803,0.0,0.4926,RT @MomCBS: Tomorrow's episode of #Mom is going to be a doggone good one! https://t.co/e1WI3uOxVg
137,@CBS,38,Wed Apr 04 21:44:17 +0000 2018,0.0,0.905,0.095,-0.3182,RT @survivorcbs: There's a lot at stake when competing for actual steak. Get a glimpse at an all-new #Survivor: Ghost Island at 8/7c on CBS…
138,@CBS,39,Wed Apr 04 18:02:13 +0000 2018,0.0,0.867,0.133,-0.25,RT @TVLine: #LifeInPieces Sneak Peek: Sophia and Her Stuffed Toys Stage a Musical Protest https://t.co/r16SLZlZPc
139,@CBS,40,Tue Apr 03 23:00:00 +0000 2018,0.0,1.0,0.0,0.0,Whose catchy tune will take Song Of The Year at the 53rd #ACMawards? Give it up for the four nominees -… https://t.co/R9MtUNZtsw
140,@CBS,41,Tue Apr 03 21:00:02 +0000 2018,0.0,1.0,0.0,0.0,"Here's everything you need to know before tuning into Elton John: I'm Still Standing - A GRAMMY® Salute on Tuesday,… https://t.co/C8fiKl4j98"
141,@CBS,42,Tue Apr 03 18:00:00 +0000 2018,0.258,0.742,0.0,0.7096,"In just one week, @eltonofficial and today's hottest stars in music will join together to celebrate Elton's countle… https://t.co/ACQGHNWz8u"
142,@CBS,43,Tue Apr 03 05:17:01 +0000 2018,0.421,0.579,0.0,0.7906,Tonight we #LightItUpBlue for greater understanding and acceptance. CBS supports #WorldAutismAwarenessDay by lighti… https://t.co/hBAXcDvP4r
143,@CBS,44,Mon Apr 02 17:30:00 +0000 2018,0.116,0.792,0.092,0.1513,No one does it quite like @eltonofficial. The artist himself will belt out some of his chart-topping hits on Elton… https://t.co/ckY4bUvTXI
144,@CBS,45,Sun Apr 01 17:00:03 +0000 2018,0.202,0.798,0.0,0.6486,The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes ov… https://t.co/j1A2ZVHAoO
145,@CBS,46,Sat Mar 31 18:00:00 +0000 2018,0.0,1.0,0.0,0.0,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI"
146,@CBS,47,Sat Mar 31 15:30:00 +0000 2018,0.113,0.887,0.0,0.4199,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2
147,@CBS,48,Fri Mar 30 16:50:00 +0000 2018,0.127,0.873,0.0,0.4926,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP
148,@CBS,49,Thu Mar 29 17:32:40 +0000 2018,0.0,1.0,0.0,0.0,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv"
149,@CBS,50,Thu Mar 29 17:30:02 +0000 2018,0.0,1.0,0.0,0.0,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R"
150,@CBS,51,Tue Mar 27 21:00:01 +0000 2018,0.212,0.68,0.108,0.3818,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
151,@CBS,52,Tue Mar 27 17:00:00 +0000 2018,0.099,0.901,0.0,0.296,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
152,@CBS,53,Mon Mar 26 22:14:25 +0000 2018,0.12,0.88,0.0,0.508,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
153,@CBS,54,Mon Mar 26 20:42:48 +0000 2018,0.0,1.0,0.0,0.0,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
154,@CBS,55,Mon Mar 26 16:59:19 +0000 2018,0.214,0.786,0.0,0.7959,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
155,@CBS,56,Mon Mar 26 16:05:18 +0000 2018,0.378,0.622,0.0,0.807,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
156,@CBS,57,Sun Mar 25 23:57:34 +0000 2018,0.0,1.0,0.0,0.0,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
157,@CBS,58,Sun Mar 25 17:15:25 +0000 2018,0.157,0.78,0.062,0.5319,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
158,@CBS,59,Sat Mar 24 22:46:53 +0000 2018,0.199,0.801,0.0,0.5399,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
159,@CBS,60,Sat Mar 24 22:46:43 +0000 2018,0.115,0.7,0.185,-0.34,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
160,@CBS,61,Sat Mar 24 22:25:03 +0000 2018,0.209,0.791,0.0,0.7003,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
161,@CBS,62,Sat Mar 24 22:21:37 +0000 2018,0.0,1.0,0.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
162,@CBS,63,Sat Mar 24 22:21:34 +0000 2018,0.0,1.0,0.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
163,@CBS,64,Sat Mar 24 22:21:26 +0000 2018,0.333,0.667,0.0,0.7184,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
164,@CBS,65,Sat Mar 24 22:21:23 +0000 2018,0.42,0.58,0.0,0.9451,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
165,@CBS,66,Sat Mar 24 20:00:02 +0000 2018,0.0,1.0,0.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x"
166,@CBS,67,Fri Mar 23 22:33:52 +0000 2018,0.194,0.806,0.0,0.6996,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW
167,@CBS,68,Fri Mar 23 22:33:04 +0000 2018,0.314,0.686,0.0,0.4939,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU
168,@CBS,69,Fri Mar 23 22:32:48 +0000 2018,0.355,0.645,0.0,0.8997,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…"
169,@CBS,70,Thu Mar 22 22:10:29 +0000 2018,0.0,1.0,0.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC
170,@CBS,71,Thu Mar 22 20:52:02 +0000 2018,0.311,0.623,0.066,0.7081,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU
171,@CBS,72,Thu Mar 22 00:23:38 +0000 2018,0.198,0.802,0.0,0.636,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf
172,@CBS,73,Wed Mar 21 18:00:01 +0000 2018,0.0,1.0,0.0,0.0,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8
173,@CBS,74,Tue Mar 20 20:00:01 +0000 2018,0.142,0.858,0.0,0.5106,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC
174,@CBS,75,Tue Mar 20 17:58:43 +0000 2018,0.0,1.0,0.0,0.0,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…
175,@CBS,76,Tue Mar 20 16:52:42 +0000 2018,0.174,0.826,0.0,0.5562,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR
176,@CBS,77,Tue Mar 20 16:11:00 +0000 2018,0.0,1.0,0.0,0.0,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP"
177,@CBS,78,Mon Mar 19 21:02:26 +0000 2018,0.309,0.619,0.072,0.7845,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…"
178,@CBS,79,Sun Mar 18 23:44:30 +0000 2018,0.0,1.0,0.0,0.0,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M
179,@CBS,80,Sun Mar 18 18:05:43 +0000 2018,0.213,0.787,0.0,0.6514,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju
180,@CBS,81,Sun Mar 18 17:09:53 +0000 2018,0.08,0.92,0.0,0.1867,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…"
181,@CBS,82,Sat Mar 17 19:00:02 +0000 2018,0.0,1.0,0.0,0.0,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp"
182,@CBS,83,Sat Mar 17 17:42:43 +0000 2018,0.161,0.839,0.0,0.6166,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog
183,@CBS,84,Sat Mar 17 14:00:03 +0000 2018,0.247,0.753,0.0,0.7096,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL
184,@CBS,85,Fri Mar 16 22:53:21 +0000 2018,0.104,0.896,0.0,0.296,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i
185,@CBS,86,Fri Mar 16 18:15:53 +0000 2018,0.0,1.0,0.0,0.0,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…"
186,@CBS,87,Fri Mar 16 16:28:40 +0000 2018,0.178,0.822,0.0,0.6514,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP
187,@CBS,88,Thu Mar 15 17:54:06 +0000 2018,0.237,0.763,0.0,0.7088,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions 🗣💬➡️ https://t.co/ie1…"
188,@CBS,89,Thu Mar 15 17:20:26 +0000 2018,0.077,0.766,0.157,-0.4939,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…
189,@CBS,90,Thu Mar 15 16:42:41 +0000 2018,0.194,0.806,0.0,0.6514,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb
190,@CBS,91,Thu Mar 15 14:32:16 +0000 2018,0.266,0.734,0.0,0.6115,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR
191,@CBS,92,Wed Mar 14 19:30:01 +0000 2018,0.219,0.781,0.0,0.6696,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S"
192,@CBS,93,Tue Mar 13 18:48:52 +0000 2018,0.143,0.857,0.0,0.3612,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…"
193,@CBS,94,Tue Mar 13 14:15:10 +0000 2018,0.179,0.821,0.0,0.539,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI"
194,@CBS,95,Mon Mar 12 18:13:28 +0000 2018,0.083,0.917,0.0,0.2244,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is 🔥🔥🔥! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…
195,@CBS,96,Mon Mar 12 01:20:43 +0000 2018,0.0,1.0,0.0,0.0,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…"
196,@CBS,97,Fri Mar 09 22:48:26 +0000 2018,0.117,0.883,0.0,0.4926,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…
197,@CBS,98,Fri Mar 09 22:24:20 +0000 2018,0.113,0.795,0.092,0.1275,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…"
198,@CBS,99,Fri Mar 09 21:10:21 +0000 2018,0.177,0.823,0.0,0.4215,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N"
199,@CBS,100,Fri Mar 09 18:27:28 +0000 2018,0.447,0.553,0.0,0.8658,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…"
200,@CNN,1,Wed Apr 11 01:41:27 +0000 2018,0.111,0.889,0.0,0.3612,"Stormy Daniels' attorney Michael Avenatti: ""I think Michael Cohen is going to fold like a cheap deck of cards on Mr… https://t.co/V1KhUbdGic"
201,@CNN,2,Wed Apr 11 01:40:21 +0000 2018,0.0,1.0,0.0,0.0,"Stormy Daniels' attorney Michael Avenatti says his client is ""going to corporate fully"" with federal investigators… https://t.co/XEnUjbNq3q"
202,@CNN,3,Wed Apr 11 01:35:20 +0000 2018,0.11,0.89,0.0,0.3818,"RT @AC360: Sen. Amy Klobuchar says Facebook users should be ""very concerned"" with the integrity of their information that Facebook has acce…"
203,@CNN,4,Wed Apr 11 01:33:08 +0000 2018,0.0,1.0,0.0,0.0,A London council has taken the unprecedented step of establishing a buffer zone outside a sexual health clinic in a… https://t.co/bC5YknrKZR
